time,day_of_week,location,is_holiday,weather_condition,total_slots,free_slots_4w,free_slots_2w,event_nearby
10:00-12:00,Friday,Commercial Street,0,Windy,325,31,99,0
18:00-20:00,Tuesday,Freedom Park,0,Cloudy,1400,333,134,0
12:00-14:00,Monday,Citywide Parking Overview,0,Cloudy,5300,282,596,1
00:00-02:00,Tuesday,"International Tech Park (ITPL), Whitefield",0,Sunny,1400,353,208,0
16:00-18:00,Thursday,JC Road Multi-Level Parking,0,Rainy,300,43,23,0
00:00-02:00,Saturday,Commercial Street,1,Windy,325,25,55,1
10:00-12:00,Thursday,Church Street,0,Sunny,500,87,49,1
06:00-08:00,Thursday,Indiranagar 100 Feet Road,0,Windy,400,43,131,0
08:00-10:00,Friday,"Mantri Square Mall, Malleswaram",0,Sunny,2350,406,301,0
02:00-04:00,Friday,JC Road Multi-Level Parking,0,Sunny,300,44,69,0
08:00-10:00,Wednesday,"Orion Mall, Malleshwaram",0,Sunny,6200,3575,464,0
12:00-14:00,Tuesday,Jayanagar 4th Block,1,Rainy,550,65,68,0
02:00-04:00,Tuesday,Freedom Park,0,Cloudy,1400,287,165,0
00:00-02:00,Thursday,"Mantri Square Mall, Malleswaram",1,Windy,2350,727,130,0
12:00-14:00,Monday,"Phoenix Marketcity, Whitefield",0,Sunny,2200,511,305,0
12:00-14:00,Friday,"Manyata Tech Park, Hebbal",0,Rainy,1700,607,312,0
08:00-10:00,Wednesday,"Manyata Tech Park, Hebbal",0,Cloudy,1700,130,205,1
16:00-18:00,Wednesday,Jayanagar 4th Block,0,Windy,550,67,41,0
06:00-08:00,Tuesday,"Orion Mall, Malleshwaram",0,Cloudy,6200,3326,474,0
18:00-20:00,Saturday,Freedom Park,0,Sunny,1400,150,91,1
14:00-16:00,Saturday,"Manyata Tech Park, Hebbal",0,Sunny,1700,332,134,0
10:00-12:00,Tuesday,"Mantri Square Mall, Malleswaram",0,Sunny,2350,969,226,0
08:00-10:00,Tuesday,Commercial Street,1,Sunny,325,9,95,0
12:00-14:00,Wednesday,Indiranagar 100 Feet Road,0,Sunny,400,84,52,0
22:00-24:00,Sunday,Citywide Parking Overview,0,Rainy,5300,291,540,0
14:00-16:00,Monday,"Orion Mall, Malleshwaram",0,Rainy,6200,1492,393,0
08:00-10:00,Saturday,Brigade Road,0,Sunny,385,17,39,0
00:00-02:00,Sunday,Citywide Parking Overview,0,Windy,5300,281,1750,0
06:00-08:00,Tuesday,Indiranagar 100 Feet Road,0,Cloudy,400,54,121,0
04:00-06:00,Monday,JC Road Multi-Level Parking,0,Windy,300,104,61,0
14:00-16:00,Tuesday,Church Street,0,Rainy,500,42,196,0
14:00-16:00,Sunday,Commercial Street,1,Cloudy,325,9,57,0
06:00-08:00,Saturday,"International Tech Park (ITPL), Whitefield",0,Rainy,1400,322,184,0
12:00-14:00,Sunday,Brigade Road,1,Sunny,385,9,36,0
10:00-12:00,Sunday,"Phoenix Marketcity, Whitefield",0,Rainy,2200,347,190,0
10:00-12:00,Monday,Freedom Park,0,Rainy,1400,555,133,0
08:00-10:00,Sunday,Brigade Road,1,Cloudy,385,26,55,0
02:00-04:00,Wednesday,Church Street,0,Rainy,500,125,76,0
00:00-02:00,Monday,"Mantri Square Mall, Malleswaram",0,Sunny,2350,969,315,0
02:00-04:00,Wednesday,Jayanagar 4th Block,0,Sunny,550,59,32,1
14:00-16:00,Wednesday,KR Market Parking Complex,0,Sunny,370,35,141,0
18:00-20:00,Thursday,Indiranagar 100 Feet Road,1,Windy,400,19,19,1
20:00-22:00,Friday,Jayanagar 4th Block,0,Cloudy,550,69,74,0
12:00-14:00,Monday,Commercial Street,0,Sunny,325,13,63,1
12:00-14:00,Sunday,"Mantri Square Mall, Malleswaram",1,Rainy,2350,287,108,0
10:00-12:00,Wednesday,"Orion Mall, Malleshwaram",0,Windy,6200,2596,590,0
00:00-02:00,Saturday,Freedom Park,0,Rainy,1400,262,87,1
02:00-04:00,Sunday,Citywide Parking Overview,1,Windy,5300,329,618,0
14:00-16:00,Wednesday,Freedom Park,0,Rainy,1400,736,111,0
02:00-04:00,Tuesday,Citywide Parking Overview,0,Sunny,5300,411,1354,0
06:00-08:00,Sunday,KR Market Parking Complex,0,Cloudy,370,16,53,0
12:00-14:00,Tuesday,"Mantri Square Mall, Malleswaram",1,Rainy,2350,658,171,0
12:00-14:00,Wednesday,JC Road Multi-Level Parking,0,Rainy,300,73,81,0
20:00-22:00,Friday,Commercial Street,1,Cloudy,325,9,16,1
18:00-20:00,Friday,Church Street,0,Rainy,500,32,97,0
16:00-18:00,Sunday,"Mantri Square Mall, Malleswaram",0,Cloudy,2350,216,98,0
18:00-20:00,Thursday,"Mantri Square Mall, Malleswaram",0,Windy,2350,453,111,0
04:00-06:00,Saturday,Church Street,0,Sunny,500,64,91,0
20:00-22:00,Friday,Indiranagar 100 Feet Road,0,Windy,400,37,35,1
12:00-14:00,Saturday,Church Street,0,Cloudy,500,53,127,0
10:00-12:00,Friday,Commercial Street,0,Windy,325,20,73,0
20:00-22:00,Wednesday,Freedom Park,0,Cloudy,1400,297,65,0
00:00-02:00,Sunday,"Total Mall, Old Airport Road",1,Sunny,300,34,63,1
04:00-06:00,Monday,JC Road Multi-Level Parking,0,Cloudy,300,42,81,0
20:00-22:00,Monday,"Orion Mall, Malleshwaram",1,Windy,6200,483,139,0
00:00-02:00,Monday,Commercial Street,0,Rainy,325,38,85,0
06:00-08:00,Friday,Freedom Park,0,Rainy,1400,261,179,0
14:00-16:00,Monday,Church Street,0,Windy,500,99,153,0
10:00-12:00,Thursday,Citywide Parking Overview,0,Rainy,5300,793,1789,0
12:00-14:00,Tuesday,"Mantri Square Mall, Malleswaram",0,Cloudy,2350,928,314,0
08:00-10:00,Monday,"Manyata Tech Park, Hebbal",0,Cloudy,1700,543,150,0
16:00-18:00,Saturday,Jayanagar 4th Block,0,Sunny,550,21,35,1
14:00-16:00,Saturday,Church Street,1,Rainy,500,64,155,0
12:00-14:00,Wednesday,"International Tech Park (ITPL), Whitefield",0,Rainy,1400,376,123,0
18:00-20:00,Tuesday,Indiranagar 100 Feet Road,1,Cloudy,400,30,40,0
00:00-02:00,Tuesday,Freedom Park,0,Rainy,1400,491,172,0
02:00-04:00,Tuesday,"Manyata Tech Park, Hebbal",0,Cloudy,1700,484,103,0
14:00-16:00,Saturday,Brigade Road,0,Windy,385,11,60,0
10:00-12:00,Sunday,Jayanagar 4th Block,1,Rainy,550,69,109,0
04:00-06:00,Friday,Jayanagar 4th Block,0,Rainy,550,187,161,0
00:00-02:00,Monday,Citywide Parking Overview,1,Sunny,5300,479,702,0
10:00-12:00,Thursday,Jayanagar 4th Block,0,Cloudy,550,157,108,0
04:00-06:00,Wednesday,Commercial Street,0,Sunny,325,33,161,0
16:00-18:00,Sunday,Indiranagar 100 Feet Road,0,Rainy,400,11,51,0
14:00-16:00,Sunday,Church Street,1,Cloudy,500,78,90,0
04:00-06:00,Friday,Citywide Parking Overview,1,Cloudy,5300,203,1079,0
00:00-02:00,Saturday,Freedom Park,0,Windy,1400,305,134,0
16:00-18:00,Sunday,"Manyata Tech Park, Hebbal",0,Cloudy,1700,63,70,1
02:00-04:00,Wednesday,Citywide Parking Overview,1,Cloudy,5300,403,1099,1
00:00-02:00,Sunday,"Total Mall, Old Airport Road",0,Windy,300,16,57,0
02:00-04:00,Friday,"Manyata Tech Park, Hebbal",0,Cloudy,1700,338,262,0
10:00-12:00,Thursday,JC Road Multi-Level Parking,0,Windy,300,42,31,0
14:00-16:00,Wednesday,KR Market Parking Complex,0,Sunny,370,36,83,0
20:00-22:00,Friday,KR Market Parking Complex,0,Windy,370,15,89,0
04:00-06:00,Tuesday,"Total Mall, Old Airport Road",0,Cloudy,300,40,110,0
06:00-08:00,Monday,Brigade Road,0,Rainy,385,47,176,0
14:00-16:00,Saturday,"Orion Mall, Malleshwaram",0,Windy,6200,1153,254,0
00:00-02:00,Monday,JC Road Multi-Level Parking,0,Windy,300,19,38,1
22:00-24:00,Tuesday,Freedom Park,0,Cloudy,1400,441,154,0
10:00-12:00,Saturday,"Manyata Tech Park, Hebbal",0,Sunny,1700,218,194,0
22:00-24:00,Saturday,"International Tech Park (ITPL), Whitefield",1,Cloudy,1400,184,59,0
16:00-18:00,Thursday,KR Market Parking Complex,1,Rainy,370,14,34,0
02:00-04:00,Thursday,Commercial Street,0,Cloudy,325,19,133,0
12:00-14:00,Tuesday,"Total Mall, Old Airport Road",0,Cloudy,300,48,128,0
18:00-20:00,Tuesday,Jayanagar 4th Block,0,Windy,550,30,45,1
08:00-10:00,Sunday,JC Road Multi-Level Parking,0,Windy,300,25,32,0
08:00-10:00,Thursday,"Total Mall, Old Airport Road",0,Sunny,300,56,128,0
06:00-08:00,Saturday,KR Market Parking Complex,0,Sunny,370,34,54,0
18:00-20:00,Friday,KR Market Parking Complex,1,Rainy,370,13,42,0
04:00-06:00,Thursday,"Manyata Tech Park, Hebbal",1,Cloudy,1700,158,143,0
08:00-10:00,Friday,Jayanagar 4th Block,0,Cloudy,550,77,141,0
10:00-12:00,Wednesday,"Total Mall, Old Airport Road",0,Windy,300,25,71,0
02:00-04:00,Friday,"Orion Mall, Malleshwaram",0,Cloudy,6200,956,281,1
08:00-10:00,Saturday,"Total Mall, Old Airport Road",0,Rainy,300,13,90,0
18:00-20:00,Wednesday,"International Tech Park (ITPL), Whitefield",1,Rainy,1400,117,55,0
00:00-02:00,Saturday,Indiranagar 100 Feet Road,1,Sunny,400,34,62,0
00:00-02:00,Tuesday,Indiranagar 100 Feet Road,1,Cloudy,400,43,65,0
16:00-18:00,Tuesday,Brigade Road,0,Rainy,385,20,60,0
18:00-20:00,Thursday,Brigade Road,0,Rainy,385,17,40,0
16:00-18:00,Thursday,KR Market Parking Complex,0,Windy,370,19,58,0
00:00-02:00,Saturday,Freedom Park,0,Rainy,1400,157,117,0
14:00-16:00,Monday,JC Road Multi-Level Parking,0,Sunny,300,80,46,0
16:00-18:00,Monday,Jayanagar 4th Block,0,Windy,550,63,63,1
14:00-16:00,Friday,Commercial Street,0,Rainy,325,20,52,1
22:00-24:00,Monday,Citywide Parking Overview,0,Windy,5300,344,1169,0
10:00-12:00,Sunday,JC Road Multi-Level Parking,0,Cloudy,300,26,29,0
00:00-02:00,Sunday,Jayanagar 4th Block,0,Sunny,550,63,57,0
18:00-20:00,Monday,Church Street,0,Windy,500,59,63,0
02:00-04:00,Monday,Brigade Road,0,Windy,385,30,122,0
20:00-22:00,Sunday,Indiranagar 100 Feet Road,0,Cloudy,400,25,22,0
06:00-08:00,Tuesday,Brigade Road,0,Windy,385,30,139,0
10:00-12:00,Monday,Indiranagar 100 Feet Road,0,Cloudy,400,54,116,0
22:00-24:00,Monday,Freedom Park,0,Windy,1400,530,137,0
14:00-16:00,Saturday,JC Road Multi-Level Parking,0,Sunny,300,26,25,0
16:00-18:00,Wednesday,"Mantri Square Mall, Malleswaram",0,Sunny,2350,415,91,0
02:00-04:00,Friday,Citywide Parking Overview,0,Cloudy,5300,954,1023,0
08:00-10:00,Tuesday,KR Market Parking Complex,0,Rainy,370,33,85,0
00:00-02:00,Thursday,"Phoenix Marketcity, Whitefield",0,Rainy,2200,1175,383,0
00:00-02:00,Thursday,Indiranagar 100 Feet Road,0,Cloudy,400,67,88,0
12:00-14:00,Tuesday,"Phoenix Marketcity, Whitefield",0,Cloudy,2200,661,115,0
20:00-22:00,Saturday,"Orion Mall, Malleshwaram",0,Sunny,6200,418,261,0
16:00-18:00,Friday,"Total Mall, Old Airport Road",0,Rainy,300,11,28,0
12:00-14:00,Sunday,"Manyata Tech Park, Hebbal",0,Sunny,1700,180,107,0
06:00-08:00,Friday,Freedom Park,0,Rainy,1400,192,316,0
22:00-24:00,Friday,"Phoenix Marketcity, Whitefield",1,Rainy,2200,649,166,0
16:00-18:00,Monday,Citywide Parking Overview,1,Windy,5300,161,627,0
14:00-16:00,Thursday,"Mantri Square Mall, Malleswaram",0,Rainy,2350,622,222,0
04:00-06:00,Friday,Commercial Street,0,Windy,325,38,87,0
20:00-22:00,Friday,"International Tech Park (ITPL), Whitefield",0,Rainy,1400,300,60,0
06:00-08:00,Sunday,Citywide Parking Overview,0,Windy,5300,351,748,1
22:00-24:00,Thursday,"Orion Mall, Malleshwaram",0,Cloudy,6200,1994,485,0
04:00-06:00,Friday,Citywide Parking Overview,1,Rainy,5300,350,1160,0
18:00-20:00,Saturday,"Mantri Square Mall, Malleswaram",0,Cloudy,2350,220,91,0
02:00-04:00,Saturday,Commercial Street,0,Cloudy,325,24,52,0
02:00-04:00,Sunday,Freedom Park,1,Rainy,1400,181,93,0
02:00-04:00,Sunday,"Total Mall, Old Airport Road",0,Cloudy,300,31,72,0
00:00-02:00,Friday,Church Street,0,Sunny,500,107,184,0
08:00-10:00,Thursday,Brigade Road,0,Windy,385,15,124,1
10:00-12:00,Thursday,"Mantri Square Mall, Malleswaram",0,Rainy,2350,1076,195,0
20:00-22:00,Wednesday,JC Road Multi-Level Parking,0,Cloudy,300,35,43,0
16:00-18:00,Monday,Citywide Parking Overview,0,Rainy,5300,242,731,0
14:00-16:00,Saturday,Citywide Parking Overview,0,Rainy,5300,240,1455,0
18:00-20:00,Friday,Citywide Parking Overview,0,Sunny,5300,325,966,0
08:00-10:00,Saturday,JC Road Multi-Level Parking,0,Sunny,300,18,44,0
22:00-24:00,Wednesday,"International Tech Park (ITPL), Whitefield",0,Sunny,1400,467,186,0
06:00-08:00,Thursday,Brigade Road,0,Cloudy,385,42,110,0
22:00-24:00,Friday,Jayanagar 4th Block,0,Windy,550,144,123,0
08:00-10:00,Sunday,"International Tech Park (ITPL), Whitefield",0,Cloudy,1400,232,177,0
00:00-02:00,Sunday,"Phoenix Marketcity, Whitefield",0,Cloudy,2200,594,226,0
14:00-16:00,Wednesday,KR Market Parking Complex,0,Sunny,370,21,156,0
02:00-04:00,Saturday,"Mantri Square Mall, Malleswaram",1,Cloudy,2350,358,224,0
12:00-14:00,Wednesday,Freedom Park,0,Rainy,1400,269,116,1
10:00-12:00,Wednesday,"Phoenix Marketcity, Whitefield",0,Cloudy,2200,1013,126,0
14:00-16:00,Monday,"Mantri Square Mall, Malleswaram",0,Sunny,2350,1252,347,0
12:00-14:00,Saturday,"Mantri Square Mall, Malleswaram",0,Windy,2350,257,147,1
20:00-22:00,Sunday,"International Tech Park (ITPL), Whitefield",0,Windy,1400,130,62,0
14:00-16:00,Wednesday,Indiranagar 100 Feet Road,0,Cloudy,400,58,133,0
04:00-06:00,Tuesday,"International Tech Park (ITPL), Whitefield",0,Sunny,1400,418,186,0
06:00-08:00,Monday,"Phoenix Marketcity, Whitefield",0,Cloudy,2200,700,260,0
02:00-04:00,Saturday,Citywide Parking Overview,0,Rainy,5300,429,782,1
00:00-02:00,Tuesday,"Phoenix Marketcity, Whitefield",0,Windy,2200,1066,325,0
14:00-16:00,Friday,Jayanagar 4th Block,0,Cloudy,550,100,187,0
02:00-04:00,Tuesday,Commercial Street,0,Cloudy,325,12,66,1
18:00-20:00,Thursday,Jayanagar 4th Block,0,Windy,550,54,66,0
00:00-02:00,Saturday,KR Market Parking Complex,0,Cloudy,370,13,105,1
04:00-06:00,Sunday,Brigade Road,1,Windy,385,15,80,0
02:00-04:00,Monday,"Total Mall, Old Airport Road",0,Windy,300,50,72,0
04:00-06:00,Thursday,KR Market Parking Complex,1,Windy,370,17,76,1
14:00-16:00,Thursday,Brigade Road,0,Sunny,385,41,100,0
22:00-24:00,Friday,Freedom Park,0,Rainy,1400,556,192,0
04:00-06:00,Friday,"International Tech Park (ITPL), Whitefield",0,Rainy,1400,388,264,0
22:00-24:00,Saturday,"Total Mall, Old Airport Road",0,Windy,300,18,68,0
06:00-08:00,Friday,Indiranagar 100 Feet Road,0,Sunny,400,73,191,0
18:00-20:00,Saturday,"Mantri Square Mall, Malleswaram",0,Cloudy,2350,180,66,0
04:00-06:00,Monday,Freedom Park,0,Rainy,1400,600,189,0
12:00-14:00,Monday,"Manyata Tech Park, Hebbal",0,Sunny,1700,464,175,0
18:00-20:00,Saturday,Church Street,0,Rainy,500,26,35,1
12:00-14:00,Monday,Citywide Parking Overview,0,Rainy,5300,433,1689,0
18:00-20:00,Thursday,"Orion Mall, Malleshwaram",0,Cloudy,6200,1149,177,0
06:00-08:00,Tuesday,"Manyata Tech Park, Hebbal",0,Rainy,1700,455,311,0
18:00-20:00,Tuesday,Brigade Road,1,Sunny,385,10,58,0
18:00-20:00,Friday,"International Tech Park (ITPL), Whitefield",0,Cloudy,1400,180,128,0
00:00-02:00,Tuesday,Citywide Parking Overview,0,Sunny,5300,527,1075,0
22:00-24:00,Thursday,JC Road Multi-Level Parking,0,Cloudy,300,46,43,1
16:00-18:00,Sunday,KR Market Parking Complex,0,Cloudy,370,6,40,0
10:00-12:00,Saturday,KR Market Parking Complex,0,Windy,370,20,115,0
14:00-16:00,Friday,Jayanagar 4th Block,0,Cloudy,550,106,100,1
10:00-12:00,Wednesday,KR Market Parking Complex,0,Rainy,370,19,150,0
20:00-22:00,Wednesday,JC Road Multi-Level Parking,0,Windy,300,25,34,0
20:00-22:00,Sunday,JC Road Multi-Level Parking,1,Cloudy,300,13,18,1
10:00-12:00,Thursday,Indiranagar 100 Feet Road,0,Sunny,400,68,99,0
04:00-06:00,Thursday,Jayanagar 4th Block,1,Cloudy,550,84,106,0
12:00-14:00,Sunday,Indiranagar 100 Feet Road,0,Cloudy,400,67,40,0
14:00-16:00,Tuesday,Commercial Street,1,Cloudy,325,11,41,0
12:00-14:00,Friday,"Phoenix Marketcity, Whitefield",0,Windy,2200,969,179,0
02:00-04:00,Sunday,Freedom Park,0,Cloudy,1400,275,129,1
00:00-02:00,Saturday,Church Street,0,Sunny,500,66,47,0
20:00-22:00,Thursday,Commercial Street,0,Windy,325,20,47,0
00:00-02:00,Friday,"Mantri Square Mall, Malleswaram",0,Cloudy,2350,1018,185,0
08:00-10:00,Wednesday,Jayanagar 4th Block,0,Cloudy,550,163,73,0
16:00-18:00,Friday,"Phoenix Marketcity, Whitefield",0,Sunny,2200,263,99,1
02:00-04:00,Sunday,Brigade Road,0,Windy,385,14,72,1
06:00-08:00,Saturday,Jayanagar 4th Block,0,Cloudy,550,47,117,0
22:00-24:00,Tuesday,"Mantri Square Mall, Malleswaram",0,Cloudy,2350,833,183,0
08:00-10:00,Thursday,"Phoenix Marketcity, Whitefield",0,Cloudy,2200,1022,398,0
04:00-06:00,Wednesday,JC Road Multi-Level Parking,0,Rainy,300,36,37,1
08:00-10:00,Friday,"International Tech Park (ITPL), Whitefield",0,Sunny,1400,482,102,1
22:00-24:00,Saturday,"International Tech Park (ITPL), Whitefield",0,Rainy,1400,306,139,0
06:00-08:00,Monday,Indiranagar 100 Feet Road,1,Sunny,400,47,35,0
16:00-18:00,Sunday,"Phoenix Marketcity, Whitefield",0,Windy,2200,106,61,0
04:00-06:00,Monday,KR Market Parking Complex,0,Rainy,370,26,147,0
18:00-20:00,Tuesday,Indiranagar 100 Feet Road,0,Rainy,400,10,30,1
10:00-12:00,Friday,KR Market Parking Complex,0,Sunny,370,41,102,0
16:00-18:00,Friday,"Total Mall, Old Airport Road",0,Sunny,300,31,28,0
12:00-14:00,Wednesday,"Phoenix Marketcity, Whitefield",0,Sunny,2200,804,179,0
22:00-24:00,Wednesday,"Orion Mall, Malleshwaram",1,Cloudy,6200,1280,280,0
00:00-02:00,Friday,"Total Mall, Old Airport Road",1,Sunny,300,24,30,0
16:00-18:00,Tuesday,"Total Mall, Old Airport Road",0,Windy,300,21,45,0
18:00-20:00,Saturday,"Manyata Tech Park, Hebbal",0,Rainy,1700,211,57,0
12:00-14:00,Friday,"International Tech Park (ITPL), Whitefield",0,Sunny,1400,282,85,1
12:00-14:00,Monday,Freedom Park,0,Cloudy,1400,514,268,0
22:00-24:00,Friday,"Total Mall, Old Airport Road",0,Windy,300,32,66,0
04:00-06:00,Monday,"Orion Mall, Malleshwaram",0,Windy,6200,2542,456,0
14:00-16:00,Saturday,JC Road Multi-Level Parking,0,Sunny,300,31,38,1
00:00-02:00,Saturday,"Total Mall, Old Airport Road",1,Sunny,300,32,97,0
22:00-24:00,Tuesday,Church Street,0,Sunny,500,58,170,0
16:00-18:00,Sunday,KR Market Parking Complex,0,Rainy,370,4,36,0
18:00-20:00,Saturday,"Phoenix Marketcity, Whitefield",0,Rainy,2200,185,63,0
12:00-14:00,Friday,JC Road Multi-Level Parking,0,Rainy,300,63,95,0
16:00-18:00,Monday,Freedom Park,0,Rainy,1400,145,89,0
18:00-20:00,Sunday,"International Tech Park (ITPL), Whitefield",0,Sunny,1400,219,67,0
08:00-10:00,Wednesday,Brigade Road,0,Windy,385,32,54,1
06:00-08:00,Saturday,KR Market Parking Complex,0,Rainy,370,24,69,1
16:00-18:00,Thursday,"Total Mall, Old Airport Road",0,Cloudy,300,15,16,1
16:00-18:00,Thursday,Indiranagar 100 Feet Road,1,Sunny,400,12,25,0
18:00-20:00,Sunday,Jayanagar 4th Block,0,Rainy,550,25,17,1
20:00-22:00,Wednesday,"Phoenix Marketcity, Whitefield",0,Rainy,2200,157,36,1
06:00-08:00,Tuesday,"Mantri Square Mall, Malleswaram",0,Sunny,2350,576,137,1
06:00-08:00,Wednesday,Indiranagar 100 Feet Road,0,Rainy,400,38,59,0
02:00-04:00,Monday,Citywide Parking Overview,0,Windy,5300,455,1898,0
12:00-14:00,Saturday,Commercial Street,1,Windy,325,14,54,0
20:00-22:00,Thursday,Brigade Road,0,Rainy,385,13,88,0
20:00-22:00,Friday,JC Road Multi-Level Parking,0,Cloudy,300,35,16,0
18:00-20:00,Wednesday,"Total Mall, Old Airport Road",0,Sunny,300,19,48,0
20:00-22:00,Sunday,Commercial Street,0,Rainy,325,14,20,0
18:00-20:00,Tuesday,"International Tech Park (ITPL), Whitefield",0,Rainy,1400,301,89,0
22:00-24:00,Saturday,"Orion Mall, Malleshwaram",0,Cloudy,6200,1437,212,0
16:00-18:00,Monday,Citywide Parking Overview,0,Sunny,5300,290,641,0
12:00-14:00,Sunday,"Manyata Tech Park, Hebbal",0,Windy,1700,435,169,0
02:00-04:00,Thursday,"Orion Mall, Malleshwaram",1,Sunny,6200,1444,315,0
02:00-04:00,Saturday,Freedom Park,0,Windy,1400,280,110,1
12:00-14:00,Sunday,"Manyata Tech Park, Hebbal",0,Rainy,1700,484,86,0
14:00-16:00,Monday,"Mantri Square Mall, Malleswaram",0,Windy,2350,715,320,0
06:00-08:00,Saturday,Commercial Street,0,Rainy,325,27,82,0
04:00-06:00,Thursday,Indiranagar 100 Feet Road,0,Rainy,400,73,83,0
20:00-22:00,Monday,"International Tech Park (ITPL), Whitefield",0,Windy,1400,347,101,0
12:00-14:00,Wednesday,"Total Mall, Old Airport Road",0,Cloudy,300,47,86,0
10:00-12:00,Tuesday,"Mantri Square Mall, Malleswaram",1,Sunny,2350,575,114,1
18:00-20:00,Sunday,Commercial Street,0,Sunny,325,8,31,0
12:00-14:00,Friday,Brigade Road,0,Cloudy,385,18,91,0
14:00-16:00,Thursday,"Mantri Square Mall, Malleswaram",0,Sunny,2350,647,184,1
20:00-22:00,Saturday,Church Street,0,Windy,500,20,50,0
08:00-10:00,Friday,Jayanagar 4th Block,0,Rainy,550,67,130,0
10:00-12:00,Tuesday,"Phoenix Marketcity, Whitefield",0,Windy,2200,272,177,1
14:00-16:00,Sunday,"Mantri Square Mall, Malleswaram",0,Windy,2350,550,141,0
02:00-04:00,Monday,Commercial Street,0,Windy,325,45,69,0
18:00-20:00,Friday,Freedom Park,0,Windy,1400,167,99,0
14:00-16:00,Thursday,"Phoenix Marketcity, Whitefield",0,Cloudy,2200,549,295,0
00:00-02:00,Saturday,"Manyata Tech Park, Hebbal",1,Sunny,1700,294,66,1
10:00-12:00,Tuesday,Freedom Park,0,Windy,1400,512,121,0
16:00-18:00,Sunday,"International Tech Park (ITPL), Whitefield",0,Cloudy,1400,103,24,0
08:00-10:00,Friday,Commercial Street,0,Cloudy,325,38,103,0
14:00-16:00,Monday,Church Street,0,Rainy,500,79,185,0
10:00-12:00,Monday,"Mantri Square Mall, Malleswaram",0,Cloudy,2350,713,148,0
10:00-12:00,Tuesday,"Total Mall, Old Airport Road",0,Cloudy,300,31,55,1
02:00-04:00,Saturday,Jayanagar 4th Block,1,Cloudy,550,44,86,0
00:00-02:00,Wednesday,Commercial Street,0,Cloudy,325,39,91,0
08:00-10:00,Sunday,Citywide Parking Overview,0,Rainy,5300,506,1658,0
22:00-24:00,Thursday,JC Road Multi-Level Parking,0,Windy,300,21,20,1
02:00-04:00,Monday,JC Road Multi-Level Parking,0,Cloudy,300,30,40,1
16:00-18:00,Thursday,"Manyata Tech Park, Hebbal",0,Sunny,1700,243,95,0
20:00-22:00,Saturday,KR Market Parking Complex,0,Windy,370,11,59,0
16:00-18:00,Friday,Brigade Road,0,Cloudy,385,23,99,0
02:00-04:00,Monday,Indiranagar 100 Feet Road,0,Cloudy,400,66,74,1
16:00-18:00,Thursday,Freedom Park,0,Windy,1400,228,91,0
00:00-02:00,Friday,"Total Mall, Old Airport Road",0,Rainy,300,47,38,0
16:00-18:00,Saturday,"Mantri Square Mall, Malleswaram",0,Rainy,2350,202,93,0
22:00-24:00,Friday,Freedom Park,1,Cloudy,1400,191,123,1
08:00-10:00,Friday,Indiranagar 100 Feet Road,0,Cloudy,400,42,141,0
00:00-02:00,Thursday,"Total Mall, Old Airport Road",0,Rainy,300,27,88,0
06:00-08:00,Tuesday,"Total Mall, Old Airport Road",0,Sunny,300,44,65,0
20:00-22:00,Monday,"Phoenix Marketcity, Whitefield",0,Sunny,2200,344,71,0
08:00-10:00,Saturday,Brigade Road,0,Windy,385,26,68,0
14:00-16:00,Monday,Citywide Parking Overview,0,Sunny,5300,364,941,1
04:00-06:00,Monday,JC Road Multi-Level Parking,0,Sunny,300,91,89,0
04:00-06:00,Friday,Church Street,0,Cloudy,500,67,117,0
20:00-22:00,Tuesday,Commercial Street,0,Cloudy,325,19,32,0
22:00-24:00,Wednesday,"International Tech Park (ITPL), Whitefield",0,Sunny,1400,267,116,1
00:00-02:00,Monday,Freedom Park,0,Cloudy,1400,680,229,0
22:00-24:00,Monday,KR Market Parking Complex,0,Rainy,370,43,171,0
10:00-12:00,Thursday,Citywide Parking Overview,0,Windy,5300,535,743,1
06:00-08:00,Monday,Citywide Parking Overview,0,Sunny,5300,540,1313,0
06:00-08:00,Thursday,JC Road Multi-Level Parking,0,Cloudy,300,43,35,0
12:00-14:00,Thursday,"International Tech Park (ITPL), Whitefield",0,Sunny,1400,611,151,0
04:00-06:00,Thursday,"Phoenix Marketcity, Whitefield",0,Cloudy,2200,1097,139,0
00:00-02:00,Wednesday,Citywide Parking Overview,0,Sunny,5300,694,1661,0
10:00-12:00,Thursday,KR Market Parking Complex,0,Windy,370,35,157,0
16:00-18:00,Saturday,"Manyata Tech Park, Hebbal",0,Windy,1700,172,63,0
08:00-10:00,Thursday,"Orion Mall, Malleshwaram",0,Windy,6200,1836,494,0
14:00-16:00,Saturday,"Manyata Tech Park, Hebbal",0,Rainy,1700,258,119,0
12:00-14:00,Monday,"Phoenix Marketcity, Whitefield",0,Sunny,2200,504,203,0
08:00-10:00,Tuesday,"International Tech Park (ITPL), Whitefield",0,Windy,1400,108,147,1
22:00-24:00,Thursday,Indiranagar 100 Feet Road,0,Cloudy,400,91,134,0
02:00-04:00,Wednesday,Church Street,0,Windy,500,72,184,0
18:00-20:00,Monday,Jayanagar 4th Block,0,Sunny,550,24,26,1
02:00-04:00,Tuesday,KR Market Parking Complex,0,Sunny,370,35,124,0
20:00-22:00,Thursday,KR Market Parking Complex,0,Sunny,370,21,61,0
